Date,Time,Temperature (°C),Humidity (%),Wind Speed (km/h),Weather Condition
2025-05-01,2025-05-01 11:00,1.8155025507449427,9,1.5082288316753445,Sunny
2025-05-01,2025-05-01 12:00,2.038111362991677,8,1.6648656582793284,Sunny
2025-05-01,2025-05-01 13:00,2.200008680989301,8,1.7319957268238921,Sunny
2025-05-01,2025-05-01 14:00,2.280957339988113,7,2.0676460695467136,Sunny
2025-05-01,2025-05-01 15:00,2.26072017523841,7,1.9110092429427303,Sunny
2025-05-01,2025-05-01 16:00,2.179771516239598,7,0.8593048357445567,Sunny
2025-05-01,2025-05-01 17:00,2.038111362991677,8,-0.1028928133941983,Sunny
2025-05-01,2025-05-01 18:00,0.9453044665077086,15,0.6131612510811544,Partly Cloudy 
2025-05-01,2025-05-01 19:00,-0.12726526522655487,25,3.678767714616258,Partly Cloudy 
2025-05-01,2025-05-01 20:00,-0.3296369127235858,27,3.186480545289452,Clear 
2025-05-01,2025-05-01 21:00,-0.4105855717223979,28,2.8732068920814853,Clear 
2025-05-01,2025-05-01 22:00,-0.5522457249703202,29,1.4187220736159258,Clear 
2025-05-01,2025-05-01 23:00,-0.6129572192194289,28,0.7026680091405735,Clear 
2025-05-02,2025-05-02 00:00,-0.6939058782182417,29,0.8593048357445567,Clear 
2025-05-02,2025-05-02 01:00,-0.7343802077176478,29,0.5236544930217353,Clear 
2025-05-02,2025-05-02 02:00,-1.1795978322111158,37,-1.646884389919177,Patchy rain nearby
2025-05-02,2025-05-02 03:00,-1.1795978322111158,37,1.2620852470119426,Clear 
2025-05-02,2025-05-02 04:00,-1.0177005142134907,33,1.329215315556507,Clear 
2025-05-02,2025-05-02 05:00,-0.9165146904649754,30,0.6131612510811544,Clear 
2025-05-02,2025-05-02 06:00,-0.7950917019667572,29,-0.7518168093249862,Sunny
2025-05-02,2025-05-02 07:00,-0.22845108897507035,25,-0.5951799827210029,Sunny
2025-05-02,2025-05-02 08:00,0.3989010182657259,20,-1.154597220592372,Sunny
2025-05-02,2025-05-02 09:00,0.8643558075088965,17,-0.5951799827210029,Sunny
2025-05-02,2025-05-02 10:00,1.167913278754443,16,0.5236544930217353,Partly Cloudy 
2025-05-02,2025-05-02 11:00,1.3905220910011773,15,1.0159416623485398,Partly Cloudy 
2025-05-02,2025-05-02 12:00,1.572656573748505,15,1.5753589002199089,Partly Cloudy 
2025-05-02,2025-05-02 13:00,1.7547910564958324,14,1.7319957268238921,Partly Cloudy 
2025-05-02,2025-05-02 14:00,1.855976880244348,13,1.6648656582793284,Partly Cloudy 
2025-05-02,2025-05-02 15:00,1.855976880244348,13,1.5082288316753445,Sunny
2025-05-02,2025-05-02 16:00,1.7952653859952392,13,1.329215315556507,Sunny
2025-05-02,2025-05-02 17:00,1.653605232747317,13,0.6131612510811544,Sunny
2025-05-02,2025-05-02 18:00,1.370284926251474,15,0.12087408175434934,Sunny
2025-05-02,2025-05-02 19:00,0.5810355010130535,19,-1.7140144584637411,Clear 
2025-05-02,2025-05-02 20:00,0.03463205277107004,25,1.1054484204079593,Patchy rain nearby
2025-05-02,2025-05-02 21:00,-0.7950917019667572,38,3.275987303348871,Clear 
2025-05-02,2025-05-02 22:00,-0.8962775257152726,38,2.8732068920814853,Clear 
2025-05-02,2025-05-02 23:00,-0.9165146904649754,37,2.3809197227546806,Patchy rain nearby
2025-05-03,2025-05-03 00:00,-0.8962775257152726,37,1.7319957268238921,Clear 
2025-05-03,2025-05-03 01:00,-0.8558031962158666,36,1.0159416623485398,Clear 
2025-05-03,2025-05-03 02:00,-0.8962775257152726,37,1.0159416623485398,Clear 
2025-05-03,2025-05-03 03:00,-0.9569890199643821,38,0.7026680091405735,Patchy rain nearby
2025-05-03,2025-05-03 04:00,-0.9974633494637881,38,0.6131612510811544,Clear 
2025-05-03,2025-05-03 05:00,-1.0379376789631942,38,0.3670176664177521,Clear 
2025-05-03,2025-05-03 06:00,-0.8760403609655693,37,0.12087408175434934,Sunny
2025-05-03,2025-05-03 07:00,-0.47129706597150733,34,-0.9979603939883886,Patchy rain nearby
2025-05-03,2025-05-03 08:00,0.13581787651958552,27,-1.2441039786517911,Sunny
2025-05-03,2025-05-03 09:00,0.5203240067639447,24,0.7026680091405735,Sunny
2025-05-03,2025-05-03 10:00,0.7226956542609757,22,0.6131612510811544,Sunny
2025-05-03,2025-05-03 11:00,0.9857787960071154,20,0.4565244244771708,Sunny
2025-05-03,2025-05-03 12:00,1.248861937753255,18,0.4565244244771708,Sunny
2025-05-03,2025-05-03 13:00,1.4107592557508808,17,0.4565244244771708,Sunny
2025-05-03,2025-05-03 14:00,1.5119450794993963,16,0.3670176664177521,Sunny
2025-05-03,2025-05-03 15:00,1.451233585250286,16,0.6131612510811544,Sunny
2025-05-03,2025-05-03 16:00,1.370284926251474,16,-0.3490363980576006,Sunny
2025-05-03,2025-05-03 17:00,1.2893362672526618,17,-0.5056732246615838,Patchy rain nearby
2025-05-03,2025-05-03 18:00,0.9250673017580067,20,0.2998875978731876,Patchy rain nearby
2025-05-03,2025-05-03 19:00,-0.14750242997625826,33,1.8215024848833117,Patchy rain nearby
2025-05-03,2025-05-03 20:00,-0.9367518552146787,46,1.4187220736159258,Patchy rain nearby
2025-05-03,2025-05-03 21:00,-1.1188863379620062,52,0.21038083981376848,Patchy rain nearby
2025-05-03,2025-05-03 22:00,-1.0581748437128975,49,0.7026680091405735,Patchy rain nearby
2025-05-03,2025-05-03 23:00,-0.9569890199643821,46,-0.5951799827210029,Partly Cloudy 
2025-05-04,2025-05-04 00:00,-0.9974633494637881,46,-0.4385431561170198,Partly Cloudy 
2025-05-04,2025-05-04 01:00,-1.1391235027117097,46,-0.9084536359289697,Patchy rain nearby
2025-05-04,2025-05-04 02:00,-1.1188863379620062,45,-0.684686740780422,Patchy rain nearby
2025-05-04,2025-05-04 03:00,-1.2807836559596313,47,-1.4007408052557744,Patchy rain nearby
2025-05-04,2025-05-04 04:00,-1.361732314958444,47,-1.4007408052557744,Clear 
2025-05-04,2025-05-04 05:00,-1.4831553034566622,48,-1.7140144584637411,Clear 
2025-05-04,2025-05-04 06:00,-1.361732314958444,45,-1.646884389919177,Sunny
2025-05-04,2025-05-04 07:00,-0.9367518552146787,39,-0.9979603939883886,Sunny
2025-05-04,2025-05-04 08:00,-0.3498740774732892,32,-0.5056732246615838,Sunny
2025-05-04,2025-05-04 09:00,0.09534354702017947,27,-1.4902475633151935,Sunny
2025-05-04,2025-05-04 10:00,0.4596125125148346,24,-1.8035212165231602,Sunny
2025-05-04,2025-05-04 11:00,0.7226956542609757,22,-0.5951799827210029,Sunny
2025-05-04,2025-05-04 12:00,0.9453044665077086,20,-0.3490363980576006,Sunny
2025-05-04,2025-05-04 13:00,1.167913278754443,19,-0.1028928133941983,Sunny
2025-05-04,2025-05-04 14:00,1.370284926251474,17,0.12087408175434934,Sunny
2025-05-04,2025-05-04 15:00,1.3500477615017705,17,-0.03576274484963385,Sunny
2025-05-04,2025-05-04 16:00,1.3298105967520686,17,-0.2819063295130362,Sunny
2025-05-04,2025-05-04 17:00,1.3095734320023653,17,-0.4385431561170198,Sunny
2025-05-04,2025-05-04 18:00,0.8845929722585999,20,-0.684686740780422,Sunny
2025-05-04,2025-05-04 19:00,0.4393753477651312,24,-0.8413235673844053,Clear 
2025-05-04,2025-05-04 20:00,0.014394888021366656,27,-1.0874671520478079,Clear 
2025-05-04,2025-05-04 21:00,-0.16773959472596092,29,-0.684686740780422,Clear 
2025-05-04,2025-05-04 22:00,-0.3296369127235858,31,-0.3490363980576006,Clear 
2025-05-04,2025-05-04 23:00,-0.4915342307212107,33,0.05374401320978529,Clear 
2025-05-05,2025-05-05 00:00,-0.6331943839691323,33,-0.03576274484963385,Clear 
2025-05-05,2025-05-05 01:00,-0.7546173724673512,34,-0.03576274484963385,Clear 
2025-05-05,2025-05-05 02:00,-0.8760403609655693,34,-0.1028928133941983,Clear 
2025-05-05,2025-05-05 03:00,-0.9367518552146787,35,-0.19239957145361702,Clear 
2025-05-05,2025-05-05 04:00,-0.9974633494637881,36,-0.2819063295130362,Clear 
2025-05-05,2025-05-05 05:00,-1.0581748437128975,36,-0.3490363980576006,Clear 
2025-05-05,2025-05-05 06:00,-0.6534315487188357,33,-0.2819063295130362,Sunny
2025-05-05,2025-05-05 07:00,-0.24868825372477374,30,-0.1028928133941983,Sunny
2025-05-05,2025-05-05 08:00,0.17629220601899157,27,-0.03576274484963385,Sunny
2025-05-05,2025-05-05 09:00,0.3989010182657259,26,0.5236544930217353,Sunny
2025-05-05,2025-05-05 10:00,0.6417469952621622,25,1.1054484204079593,Sunny
2025-05-05,2025-05-05 11:00,0.8845929722585999,24,1.6648656582793284,Sunny
2025-05-05,2025-05-05 12:00,1.046490290256224,22,1.329215315556507,Sunny
2025-05-05,2025-05-05 13:00,1.2083876082538498,21,1.0159416623485398,Sunny
2025-05-05,2025-05-05 14:00,1.370284926251474,20,0.7026680091405735,Sunny
2025-05-05,2025-05-05 15:00,1.3095734320023653,20,0.21038083981376848,Patchy rain nearby
2025-05-05,2025-05-05 16:00,1.248861937753255,20,-0.3490363980576006,Sunny
2025-05-05,2025-05-05 17:00,1.1881504435041463,20,-0.8413235673844053,Patchy rain nearby
2025-05-05,2025-05-05 18:00,0.7834071485100844,25,-0.19239957145361702,Patchy rain nearby
2025-05-05,2025-05-05 19:00,0.3989010182657259,30,0.3670176664177521,Patchy rain nearby
2025-05-05,2025-05-05 20:00,-0.005842276728336008,35,1.0159416623485398,Patchy rain nearby
2025-05-05,2025-05-05 21:00,-0.3093997479738824,40,0.6131612510811544,Clear 
2025-05-05,2025-05-05 22:00,-0.6129572192194289,46,0.21038083981376848,Patchy rain nearby
2025-05-05,2025-05-05 23:00,-0.9165146904649754,51,-0.19239957145361702,Clear 
2025-05-06,2025-05-06 00:00,-0.9367518552146787,50,-0.2819063295130362,Clear 
2025-05-06,2025-05-06 01:00,-0.9569890199643821,49,-0.2819063295130362,Clear 
2025-05-06,2025-05-06 02:00,-0.9772261847140847,47,-0.3490363980576006,Clear 
2025-05-06,2025-05-06 03:00,-0.9974633494637881,47,-0.3490363980576006,Clear 
2025-05-06,2025-05-06 04:00,-0.9974633494637881,47,-0.2819063295130362,Clear 
2025-05-06,2025-05-06 05:00,-1.0177005142134907,46,-0.2819063295130362,Clear 
2025-05-06,2025-05-06 06:00,-0.5927200544697262,41,-0.5056732246615838,Sunny
2025-05-06,2025-05-06 07:00,-0.1879767594756643,37,-0.7518168093249862,Sunny
2025-05-06,2025-05-06 08:00,0.237003700268101,32,-0.9979603939883886,Sunny
2025-05-06,2025-05-06 09:00,0.5000868420142414,29,-0.5951799827210029,Patchy rain nearby
2025-05-06,2025-05-06 10:00,0.7834071485100844,27,-0.1028928133941983,Sunny
2025-05-06,2025-05-06 11:00,1.046490290256224,25,0.2998875978731876,Patchy rain nearby
2025-05-06,2025-05-06 12:00,1.228624773003553,23,0.21038083981376848,Sunny
2025-05-06,2025-05-06 13:00,1.3905220910011773,22,0.21038083981376848,Patchy rain nearby
2025-05-06,2025-05-06 14:00,1.5524194089988015,20,0.12087408175434934,Sunny
2025-05-06,2025-05-06 15:00,1.5119450794993963,20,-0.03576274484963385,Sunny
2025-05-06,2025-05-06 16:00,1.4714707499999895,20,-0.1028928133941983,Sunny
2025-05-06,2025-05-06 17:00,1.430996420500584,20,-0.2819063295130362,Sunny
2025-05-06,2025-05-06 18:00,1.046490290256224,23,-0.9084536359289697,Sunny
2025-05-06,2025-05-06 19:00,0.6417469952621622,26,-1.5573776318597576,Clear 
2025-05-06,2025-05-06 20:00,0.25724086501780363,29,-2.2063016277905456,Clear 
2025-05-06,2025-05-06 21:00,0.03463205277107004,32,-1.4902475633151935,Patchy rain nearby
2025-05-06,2025-05-06 22:00,-0.1879767594756643,35,-0.8413235673844053,Clear 
2025-05-06,2025-05-06 23:00,-0.4105855717223979,38,-0.1028928133941983,Patchy rain nearby
2025-05-07,2025-05-07 00:00,-0.5117713954709134,41,0.05374401320978529,Moderate rain at times
2025-05-07,2025-05-07 01:00,-0.6129572192194289,44,0.21038083981376848,Patchy rain nearby
2025-05-07,2025-05-07 02:00,-0.7141430429679444,46,0.3670176664177521,Moderate rain at times
2025-05-07,2025-05-07 03:00,-0.7748545372170538,47,0.2998875978731876,Patchy rain nearby
2025-05-07,2025-05-07 04:00,-0.8355660314661633,48,0.21038083981376848,Moderate rain at times
2025-05-07,2025-05-07 05:00,-0.8962775257152726,49,0.12087408175434934,Patchy rain nearby
2025-05-07,2025-05-07 06:00,-0.5320085602206168,44,-0.2819063295130362,Sunny
2025-05-07,2025-05-07 07:00,-0.14750242997625826,38,-0.5951799827210029,Patchy rain nearby
2025-05-07,2025-05-07 08:00,0.2167665355183976,33,-0.9979603939883886,Sunny
2025-05-07,2025-05-07 09:00,0.4393753477651312,31,-0.2819063295130362,Patchy rain nearby
2025-05-07,2025-05-07 10:00,0.6619841600118656,29,0.4565244244771708,Sunny
2025-05-07,2025-05-07 11:00,0.8643558075088965,27,1.172578488952523,Patchy rain nearby
2025-05-07,2025-05-07 12:00,1.0262531255065221,25,0.6131612510811544,Sunny
2025-05-07,2025-05-07 13:00,1.167913278754443,24,-0.03576274484963385,Patchy rain nearby
2025-05-07,2025-05-07 14:00,1.3095734320023653,23,-0.5951799827210029,Sunny
2025-05-07,2025-05-07 15:00,1.228624773003553,24,-0.03576274484963385,Patchy rain nearby
2025-05-07,2025-05-07 16:00,1.1274389492550376,25,0.5236544930217353,Sunny
2025-05-07,2025-05-07 17:00,1.046490290256224,26,1.1054484204079593,Patchy rain nearby
2025-05-07,2025-05-07 18:00,0.6012726657627568,32,0.8593048357445567,Patchy rain nearby
2025-05-07,2025-05-07 19:00,0.15605504126928818,38,0.5236544930217353,Patchy rain nearby
2025-05-07,2025-05-07 20:00,-0.3093997479738824,45,0.2998875978731876,Patchy rain nearby
2025-05-07,2025-05-07 21:00,-0.3498740774732892,45,0.12087408175434934,Patchy rain nearby
2025-05-07,2025-05-07 22:00,-0.39034840697269524,44,0.05374401320978529,Patchy rain nearby
2025-05-07,2025-05-07 23:00,-0.45105990122180467,44,-0.1028928133941983,Patchy rain nearby
2025-05-08,2025-05-08 00:00,-0.6534315487188357,50,0.05374401320978529,Patchy rain nearby
2025-05-08,2025-05-08 01:00,-0.8558031962158666,55,0.12087408175434934,Patchy rain nearby
2025-05-08,2025-05-08 02:00,-1.0784120084626003,61,0.2998875978731876,Patchy rain nearby
2025-05-08,2025-05-08 03:00,-1.0784120084626003,61,0.2998875978731876,Patchy rain nearby
2025-05-08,2025-05-08 04:00,-1.0784120084626003,60,0.2998875978731876,Patchy rain nearby
2025-05-08,2025-05-08 05:00,-1.0784120084626003,60,0.2998875978731876,Patchy rain nearby
2025-05-08,2025-05-08 06:00,-0.8355660314661633,55,0.12087408175434934,Sunny
2025-05-08,2025-05-08 07:00,-0.5927200544697262,50,0.05374401320978529,Patchy rain nearby
2025-05-08,2025-05-08 08:00,-0.3296369127235858,45,-0.1028928133941983,Sunny
2025-05-08,2025-05-08 09:00,-0.02607944147803939,41,-0.1028928133941983,Sunny
2025-05-08,2025-05-08 10:00,0.277478029767507,37,-0.19239957145361702,Sunny
2025-05-08,2025-05-08 11:00,0.5607983362633501,33,-0.19239957145361702,Sunny
2025-05-08,2025-05-08 12:00,0.7429328190106776,31,0.05374401320978529,Partly Cloudy 
2025-05-08,2025-05-08 13:00,0.9048301370083033,29,0.21038083981376848,Sunny
2025-05-08,2025-05-08 14:00,1.0667274550059276,27,0.4565244244771708,Partly Cloudy 
2025-05-08,2025-05-08 15:00,0.9857787960071154,28,-0.4385431561170198,Patchy rain nearby
2025-05-08,2025-05-08 16:00,0.8845929722585999,30,-1.2441039786517911,Partly Cloudy 
2025-05-08,2025-05-08 17:00,0.8036443132597878,31,-2.1167948697311267,Patchy rain nearby
2025-05-08,2025-05-08 18:00,0.17629220601899157,40,-0.7518168093249862,Patchy rain nearby
2025-05-08,2025-05-08 19:00,-0.4308227364721013,48,0.6131612510811544,Patchy rain nearby
2025-05-08,2025-05-08 20:00,-1.0379376789631942,57,1.978139311487295,Patchy rain nearby
2025-05-08,2025-05-08 21:00,-1.0986491732123036,59,1.329215315556507,Patchy rain nearby
2025-05-08,2025-05-08 22:00,-1.159360667461413,61,0.6131612510811544,Patchy rain nearby
2025-05-08,2025-05-08 23:00,-1.2200721617105217,64,-0.03576274484963385,Patchy rain nearby
2025-05-09,2025-05-09 00:00,-1.1391235027117097,61,-0.03576274484963385,Clear 
2025-05-09,2025-05-09 01:00,-1.0581748437128975,58,0.05374401320978529,Patchy rain nearby
2025-05-09,2025-05-09 02:00,-0.9772261847140847,55,0.05374401320978529,Clear 
2025-05-09,2025-05-09 03:00,-0.9569890199643821,55,-0.5056732246615838,Clear 
2025-05-09,2025-05-09 04:00,-0.9367518552146787,54,-0.9979603939883886,Clear 
2025-05-09,2025-05-09 05:00,-0.9165146904649754,54,-1.5573776318597576,Clear 
2025-05-09,2025-05-09 06:00,-0.6534315487188357,50,-1.646884389919177,Sunny
2025-05-09,2025-05-09 07:00,-0.37011124222299185,46,-1.646884389919177,Sunny
2025-05-09,2025-05-09 08:00,-0.08679093572714883,42,-1.7140144584637411,Sunny
2025-05-09,2025-05-09 09:00,0.237003700268101,38,-1.2441039786517911,Sunny
2025-05-09,2025-05-09 10:00,0.5810355010130535,33,-0.684686740780422,Sunny
2025-05-09,2025-05-09 11:00,0.9250673017580067,29,-0.19239957145361702,Sunny
2025-05-09,2025-05-09 12:00,1.1072017845053344,27,0.3670176664177521,Sunny
2025-05-09,2025-05-09 13:00,1.2690991025029585,25,0.8593048357445567,Sunny
2025-05-09,2025-05-09 14:00,1.451233585250286,24,1.4187220736159258,Sunny
2025-05-09,2025-05-09 15:00,1.248861937753255,26,0.8593048357445567,Sunny
2025-05-09,2025-05-09 16:00,1.0667274550059276,28,0.2998875978731876,Sunny
2025-05-09,2025-05-09 17:00,0.8845929722585999,30,-0.2819063295130362,Sunny
2025-05-09,2025-05-09 18:00,0.5000868420142414,35,-0.03576274484963385,Patchy rain nearby
2025-05-09,2025-05-09 19:00,0.13581787651958552,40,0.21038083981376848,Clear 
2025-05-09,2025-05-09 20:00,-0.24868825372477374,46,0.4565244244771708,Patchy rain nearby
2025-05-09,2025-05-09 21:00,-0.2689254184744764,45,0.3670176664177521,Clear 
2025-05-09,2025-05-09 22:00,-0.3093997479738824,45,0.21038083981376848,Patchy rain nearby
2025-05-09,2025-05-09 23:00,-0.3498740774732892,45,0.12087408175434934,Clear 
2025-05-10,2025-05-10 00:00,-0.4105855717223979,45,0.12087408175434934,Patchy rain nearby
2025-05-10,2025-05-10 01:00,-0.4915342307212107,46,0.21038083981376848,Clear 
2025-05-10,2025-05-10 02:00,-0.5522457249703202,47,0.21038083981376848,Patchy rain nearby
2025-05-10,2025-05-10 03:00,-0.7343802077176478,51,-0.1028928133941983,Patchy rain nearby
2025-05-10,2025-05-10 04:00,-0.8962775257152726,55,-0.4385431561170198,Patchy rain nearby
2025-05-10,2025-05-10 05:00,-1.0784120084626003,59,-0.7518168093249862,Patchy rain nearby
2025-05-10,2025-05-10 06:00,-0.7546173724673512,54,-0.8413235673844053,Partly Cloudy 
2025-05-10,2025-05-10 07:00,-0.4308227364721013,48,-0.9084536359289697,Patchy rain nearby
2025-05-10,2025-05-10 08:00,-0.10702810047685149,43,-0.9979603939883886,Partly Cloudy 
2025-05-10,2025-05-10 09:00,0.25724086501780363,38,-0.9084536359289697,Sunny
2025-05-10,2025-05-10 10:00,0.6215098305124602,33,-0.7518168093249862,Partly Cloudy 
2025-05-10,2025-05-10 11:00,0.9857787960071154,28,-0.684686740780422,Sunny
2025-05-10,2025-05-10 12:00,1.167913278754443,26,-0.1028928133941983,Sunny
2025-05-10,2025-05-10 13:00,1.370284926251474,23,0.4565244244771708,Sunny
2025-05-10,2025-05-10 14:00,1.5524194089988015,21,1.0159416623485398,Sunny
2025-05-10,2025-05-10 15:00,1.451233585250286,21,1.329215315556507,Sunny
2025-05-10,2025-05-10 16:00,1.3500477615017705,22,1.5753589002199089,Sunny
2025-05-10,2025-05-10 17:00,1.2690991025029585,22,1.9110092429427303,Sunny
2025-05-10,2025-05-10 18:00,0.6619841600118656,30,2.3809197227546806,Sunny
2025-05-10,2025-05-10 19:00,0.0548692175207727,37,2.8732068920814853,Clear 
2025-05-10,2025-05-10 20:00,-0.5522457249703202,45,3.343117371893436,Clear 
2025-05-10,2025-05-10 21:00,-0.6736687134685383,48,2.2242828961506977,Patchy rain nearby
2025-05-10,2025-05-10 22:00,-0.7950917019667572,51,1.172578488952523,Clear 
2025-05-10,2025-05-10 23:00,-0.9165146904649754,53,0.05374401320978529,Patchy rain nearby
2025-05-11,2025-05-11 00:00,-0.8558031962158666,52,-0.3490363980576006,Patchy rain nearby
2025-05-11,2025-05-11 01:00,-0.7950917019667572,51,-0.8413235673844053,Patchy rain nearby
2025-05-11,2025-05-11 02:00,-0.7343802077176478,49,-1.2441039786517911,Patchy rain nearby
2025-05-11,2025-05-11 03:00,-0.7546173724673512,50,-1.154597220592372,Clear 
2025-05-11,2025-05-11 04:00,-0.7546173724673512,50,-1.154597220592372,Patchy rain nearby
2025-05-11,2025-05-11 05:00,-0.7546173724673512,50,-1.0874671520478079,Clear 
2025-05-11,2025-05-11 06:00,-0.7141430429679444,51,-0.9979603939883886,Partly Cloudy 
2025-05-11,2025-05-11 07:00,-0.6939058782182417,52,-0.9084536359289697,Sunny
2025-05-11,2025-05-11 08:00,-0.6534315487188357,52,-0.8413235673844053,Partly Cloudy 
2025-05-11,2025-05-11 09:00,-0.39034840697269524,48,-0.7518168093249862,Partly Cloudy 
2025-05-11,2025-05-11 10:00,-0.12726526522655487,44,-0.7518168093249862,Partly Cloudy 
2025-05-11,2025-05-11 11:00,0.13581787651958552,39,-0.684686740780422,Partly Cloudy 
2025-05-11,2025-05-11 12:00,0.277478029767507,37,0.12087408175434934,Patchy rain nearby
2025-05-11,2025-05-11 13:00,0.41913818301542927,35,0.9264349042891211,Partly Cloudy 
2025-05-11,2025-05-11 14:00,0.5607983362633501,33,1.7319957268238921,Patchy rain nearby
2025-05-11,2025-05-11 15:00,0.5000868420142414,33,1.1054484204079593,Patchy rain nearby
2025-05-11,2025-05-11 16:00,0.4393753477651312,33,0.3670176664177521,Patchy rain nearby
2025-05-11,2025-05-11 17:00,0.3786638535160225,33,-0.2819063295130362,Patchy rain nearby
2025-05-11,2025-05-11 18:00,-0.06655377097744544,42,-0.1028928133941983,Patchy rain nearby
2025-05-11,2025-05-11 19:00,-0.5320085602206168,51,-0.03576274484963385,Patchy rain nearby
2025-05-11,2025-05-11 20:00,-0.9974633494637881,60,0.12087408175434934,Patchy rain nearby
2025-05-11,2025-05-11 21:00,-1.1391235027117097,63,0.05374401320978529,Partly Cloudy 
2025-05-11,2025-05-11 22:00,-1.3010208207093346,67,-0.1028928133941983,Patchy rain nearby
2025-05-11,2025-05-11 23:00,-1.4426809739572561,70,-0.19239957145361702,Partly Cloudy 
2025-05-12,2025-05-12 00:00,-1.5236296329560681,73,-0.3490363980576006,Patchy rain nearby
2025-05-12,2025-05-12 01:00,-1.5843411272051777,77,-0.5951799827210029,Partly Cloudy 
2025-05-12,2025-05-12 02:00,-1.6652897862039904,80,-0.7518168093249862,Patchy rain nearby
2025-05-12,2025-05-12 03:00,-1.6855269509536932,81,-0.5056732246615838,Light rain shower
2025-05-12,2025-05-12 04:00,-1.7057641157033965,81,-0.2819063295130362,Patchy rain nearby
2025-05-12,2025-05-12 05:00,-1.726001280453099,82,-0.03576274484963385,Light rain shower
2025-05-12,2025-05-12 06:00,-1.6248154567045836,78,0.21038083981376848,Patchy rain nearby
2025-05-12,2025-05-12 07:00,-1.5438667977057716,75,0.4565244244771708,Light rain shower
2025-05-12,2025-05-12 08:00,-1.4426809739572561,71,0.7026680091405735,Patchy rain nearby
2025-05-12,2025-05-12 09:00,-1.2807836559596313,67,0.7026680091405735,Sunny
2025-05-12,2025-05-12 10:00,-1.1188863379620062,63,0.6131612510811544,Patchy rain nearby
2025-05-12,2025-05-12 11:00,-0.9569890199643821,59,0.6131612510811544,Sunny
2025-05-12,2025-05-12 12:00,-0.6129572192194289,52,0.3670176664177521,Sunny
2025-05-12,2025-05-12 13:00,-0.28916258322417976,46,0.21038083981376848,Sunny
2025-05-12,2025-05-12 14:00,0.0548692175207727,39,-0.03576274484963385,Sunny
2025-05-12,2025-05-12 15:00,0.07510638227047609,39,-0.1028928133941983,Sunny
